,name,doi,pdf_link,brat_link,pdfminer_link,html_link,doi_link,Deposition Number(s),Space Group,Cell,element,info.source,info.formula,info.natoms,info.pld,info.lcd,info.density,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.bandgap,outputs.pbe.directgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.net_magmom
942,RUGJAG,cg501421u,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg501421u.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg501421u,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg501421u.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg501421u.html,http://dx.doi.org/10.1021/cg501421u,1053933.0,C 2 (5),"a 11.127(2)Å b 7.0870(15)Å c 6.5183(14)Å, α 90.00° β 109.334(2)° γ 90.00°",,CSD,YbC5H9N2O8,25,0.85697,1.36114,2.7264941336738557,PBE-D3BJ,"['C 08Apr2002', 'H 15Jun2001', 'N 08Apr2002', 'O 08Apr2002', 'Yb_3 08Jul2013']",520,"[3, 3, 3]",True,False,-164.49745945,-1.97924,-162.51821945,4.541855,False,3.878271,-0.663584,0.0
943,RUGJEK,cg501421u,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg501421u.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg501421u,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg501421u.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg501421u.html,http://dx.doi.org/10.1021/cg501421u,1053934.0,C 2 (5),"a 11.081(3)Å b 7.0226(18)Å c 6.4850(17)Å, α 90.00° β 109.129(4)° γ 90.00°",,CSD,LuC5H9N2O8,25,0.84586,1.34122,2.766346095041261,PBE-D3BJ,"['Lu_3 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 3, 3]",True,False,-164.46444374,-1.99581,-162.46863374,4.521339,False,3.972402,-0.548937,0.0
944,RUGNUE,cg501421u,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg501421u.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg501421u,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg501421u.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg501421u.html,http://dx.doi.org/10.1021/cg501421u,1053926.0,C 2 (5),"a 11.2621(11)Å b 7.1374(7)Å c 6.5867(6)Å, α 90.00° β 109.5230(10)° γ 90.00°",,CSD,YC5H9N2O8,25,0.90142,1.41034,2.0894872348061533,PBE-D3BJ,"['Y_sv 25May2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 3, 3]",True,False,-166.42497238,-1.93582,-164.48915238,4.581699,False,3.898328,-0.683371,0.0
945,RURPEA,anie.200806039,http://d.sunie.top:9009/material/convert/core_qmof_pdf/anie.200806039.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/anie.200806039,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/anie.200806039.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/anie.200806039.html,http://dx.doi.org/10.1002/anie.200806039,684312.0,P 2/m (10),"a 7.2810(7)Å b 7.4600(11)Å c 7.4410(10)Å, α 90° β 95.814(8)° γ 90°",,CSD,FePtC12H8N8,30,1.52872,2.64493,2.3390565034832624,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'Pt 04Feb2005', 'C 08Apr2002', 'N 08Apr2002']",520,"[3, 3, 3]",True,False,-218.59910932,-3.01752,-215.58158932,1.184455,True,1.901588,0.717133,0.0
946,RUVMAX,cg1003403,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg1003403.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg1003403,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg1003403.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg1003403.html,http://dx.doi.org/10.1021/cg1003403,763927.0,C 2/c (15),"a 18.206(4)Å b 18.320(4)Å c 14.765(3)Å, α 90° β 92.16(3)° γ 90°",,CSD,Zn6C72H58N22O28,186,4.43788,4.94769,1.3878882115007172,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1267.89362494,-13.02814,-1254.8654849400002,2.9464680000000003,True,1.221383,-1.725085,0.0
947,RUWWOW,cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg100078b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg100078b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg100078b.html,http://dx.doi.org/10.1021/cg100078b,791493.0,P 1 (2),"a 9.376(5)Å b 9.940(4)Å c 11.377(7)Å, α 92.979(6)° β 97.836(5)° γ 110.330(3)°",,CSD,La2C30H22O18,72,3.81045,4.79631,1.6253955064698504,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-505.1370968,-5.21638,-499.9207168,3.046218,True,2.077571,-0.968647,0.0
948,RUWWOW01,cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg100078b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg100078b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg100078b.html,http://dx.doi.org/10.1021/cg100078b,791497.0,P 1 (2),"a 9.360(5)Å b 9.936(3)Å c 11.384(6)Å, α 93.182(5)° β 97.617(4)° γ 110.271(7)°",,CSD,La2C30H22O18,72,3.78964,4.83063,1.6216087800553003,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-505.13087672,-5.21489,-499.91598672,3.037995,True,2.056556,-0.981439,0.0
949,RUWWUC,cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg100078b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg100078b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg100078b.html,http://dx.doi.org/10.1021/cg100078b,791494.0,P 1 (2),"a 9.480(7)Å b 9.968(5)Å c 11.255(4)Å, α 92.329(5)° β 98.804(6)° γ 110.796(5)°",,CSD,La2C30H22O18,72,3.85376,4.7954,1.629732953486437,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-505.13973129,-5.23282,-499.90691129,3.052915,True,2.092011,-0.960904,0.0
950,RUWXAJ,cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg100078b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg100078b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg100078b.html,http://dx.doi.org/10.1021/cg100078b,791495.0,P 1 (2),"a 9.491(5)Å b 10.052(3)Å c 11.344(5)Å, α 94.429(6)° β 97.914(2)° γ 111.386(5)°",,CSD,La2C30H22O18,72,3.90964,4.92179,1.6201994364432677,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-505.15535759,-5.19307,-499.96228759,3.085616,True,2.058441,-1.027175,0.0
951,RUWXEN,cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg100078b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg100078b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg100078b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg100078b.html,http://dx.doi.org/10.1021/cg100078b,791496.0,P 1 (2),"a 9.404(3)Å b 9.957(5)Å c 11.459(8)Å, α 93.381(5)° β 97.716(4)° γ 110.242(5)°",,CSD,La2C30H22O18,72,3.78031,4.79567,1.6218471519726176,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-505.13847818,-5.20942,-499.92905818,3.0425890000000004,True,2.061151,-0.981438,0.0
952,RUXKUS,c5dt03731j,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c5dt03731j.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c5dt03731j,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c5dt03731j.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c5dt03731j.html,http://dx.doi.org/10.1039/C5DT03731J,1062166.0,C 2 2 21 (20),"a 20.6271(8)Å b 13.6669(6)Å c 20.6839(9)Å, α 90.00° β 90.00° γ 90.00°",,CSD,Cd4C98H108N12O16,238,2.32761,4.45364,1.2754526214353654,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-1513.06535894,-15.21721,-1497.84814894,2.823696,True,1.648729,-1.174967,0.0
953,SABWAU01,jp505893s,http://d.sunie.top:9009/material/convert/core_qmof_pdf/jp505893s.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/jp505893s,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/jp505893s.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/jp505893s.html,http://dx.doi.org/10.1021/jp505893s,1007172.0,P 21/c (14),"a 19.50417(25)Å b 15.20143(13)Å c 6.56931(9)Å, α 90.0° β 104.1797(13)° γ 90.0°",,CSD,Al8C64H40O40,152,1.49584,1.83829,1.6945633663091633,PBE-D3BJ,"['Al 04Jan2001', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,False,-1083.55800339,-12.97667,-1070.58133339,2.633913,True,2.394878,-0.239035,0.0
954,SABWEA,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,644229.0,P 1 (2),"a 10.599(2)Å b 10.681(2)Å c 11.424(2)Å, α 82.67(3)° β 74.14(3)° γ 69.32(3)°",,CSD,CuPr2C32H20N4O28,87,2.68511,3.94385,1.793287208466984,PBE-D3BJ,"['Pr_3 07Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.70028726,-6.64219,-604.05809726,1.000394,False,0.270292,-0.730102,1.0
955,SABWUQ,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,644226.0,P 1 (2),"a 10.425(2)Å b 10.620(2)Å c 11.323(2)Å, α 83.41(3)° β 74.96(3)° γ 69.67(3)°",,CSD,CuDy2C32H20N4O28,87,2.23212,3.5115,1.9473734585980549,PBE-D3BJ,"['Dy_3 06Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.73107383,-6.78126,-603.94981383,1.011037,True,0.447482,-0.563555,1.0
956,SABXOL,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,631473.0,P 1 (2),"a 10.399(2)Å b 10.606(2)Å c 11.300(2)Å, α 83.50(3)° β 75.15(3)° γ 69.62(3)°",,CSD,CuEr2C32H20N4O28,87,2.42157,3.61078,1.957730444454268,PBE-D3BJ,"['Er_3 06Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.55632452,-6.70327,-603.85305452,1.011213,False,0.419139,-0.592074,1.0
957,SABYAY,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,631471.0,P 1 (2),"a 10.546(2)Å b 10.653(2)Å c 11.422(2)Å, α 82.68(3)° β 74.10(3)° γ 69.42(3)°",,CSD,CuNd2C32H20N4O28,87,2.56477,3.8001,1.82104087002558,PBE-D3BJ,"['Nd_3 06Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.68509448,-6.64079,-604.0443044799999,1.000818,False,0.342294,-0.658524,1.0
958,SABYIG,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,631469.0,P 1 (2),"a 10.528(2)Å b 10.671(2)Å c 11.378(2)Å, α 83.14(3)° β 74.61(3)° γ 69.34(3)°",,CSD,CuSm2C32H20N4O28,87,2.4391,3.56397,1.878107297191813,PBE-D3BJ,"['Sm_3 07Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.72538543,-6.7012,-604.02418543,1.006124,False,0.452721,-0.553403,1.0
959,SABZED,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,631465.0,P 1 (2),"a 10.414(2)Å b 10.615(2)Å c 11.317(2)Å, α 83.45(3)° β 75.04(3)° γ 69.61(3)°",,CSD,CuHo2C32H20N4O28,87,2.49381,3.72986,1.940616903961176,PBE-D3BJ,"['Ho_3 06Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.66098055,-6.70817,-603.95281055,1.016299,False,0.511786,-0.504513,1.0
960,SABZON,b712280b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/b712280b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/b712280b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/b712280b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/b712280b.html,http://dx.doi.org/10.1039/B712280B,631463.0,P 1 (2),"a 10.464(2)Å b 10.607(2)Å c 11.353(2)Å, α 83.08(3)° β 74.54(3)° γ 69.67(3)°",,CSD,CuGd2C32H20N4O28,87,2.57446,3.79907,1.8919389237152453,PBE-D3BJ,"['Gd_3 06Sep2000', 'Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-610.88669889,-6.78963,-604.0970688900001,1.01125,False,0.446284,-0.564966,1.0
961,SAJLOH,acs.cgd.6b01771,http://d.sunie.top:9009/material/convert/core_qmof_pdf/acs.cgd.6b01771.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/acs.cgd.6b01771,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/acs.cgd.6b01771.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/acs.cgd.6b01771.html,http://dx.doi.org/10.1021/acs.cgd.6b01771,944754.0,P 1 (2),"a 8.5530(10)Å b 9.1140(10)Å c 10.399(2)Å, α 105.160(10)° β 97.830(11)° γ 114.410(9)°",,CSD,Cu3C14H22N2O16P2,59,1.32795,2.50866,1.9705480908216249,PBE-D3BJ,"['Cu 22Jun2005', 'P 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,True,-366.12658023,-4.96852,-361.15806023,0.594368,False,0.714211,0.119843,1.0
962,SAKRAZ,c1cc16209h,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c1cc16209h.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c1cc16209h,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c1cc16209h.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c1cc16209h.html,http://dx.doi.org/10.1039/c1cc16209h,847107.0,P 21 21 21 (19),"a 10.334(2)Å b 11.672(2)Å c 20.341(4)Å, α 90° β 90° γ 90°",,CSD,Zn8C88H100N4O36,236,1.2327,2.6362,1.5570280978314384,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-1478.60497039,-16.30165,-1462.30332039,2.834363,True,1.696598,-1.137765,0.0
963,SAKRED,c1cc16209h,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c1cc16209h.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c1cc16209h,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c1cc16209h.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c1cc16209h.html,http://dx.doi.org/10.1039/c1cc16209h,847108.0,P 21 21 21 (19),"a 10.337(2)Å b 11.649(2)Å c 20.464(4)Å, α 90° β 90° γ 90°",,CSD,Zn8C88H100N4O36,236,1.3227,2.88221,1.5625991983947247,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-1478.28898742,-16.28773,-1462.00125742,2.87475,True,1.745611,-1.129139,0.0
964,SALLAT,not_exist,,,,,not_exist,,,,,CSD,Cd2C16H8N12O4,42,2.08292,2.89356,1.748063275227967,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 3, 2]",True,False,-302.46081311,-3.38605,-299.07476311,3.34985,True,2.209532,-1.140318,0.0
965,SALRON,s11243-004-9687-8,http://d.sunie.top:9009/material/convert/core_qmof_pdf/s11243-004-9687-8.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/s11243-004-9687-8,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/s11243-004-9687-8.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/s11243-004-9687-8.html,http://dx.doi.org/10.1007/s11243-004-9687-8,161861.0,C 2/c (15),"a 15.379(2)Å b 8.1970(12)Å c 12.937(2)Å, α 90° β 118.856(2)° γ 90°",,CSD,Mn2C16H8N12O4,42,1.91025,2.74816,1.555154118872839,PBE-D3BJ,"['Mn_pv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 3, 2]",True,True,-320.21211375,-3.57214,-316.63997375,1.6252890000000002,False,2.002279,0.37699,10.0
966,SARGUP,science.1217544,http://d.sunie.top:9009/material/convert/core_qmof_pdf/science.1217544.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/science.1217544,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/science.1217544.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/science.1217544.html,http://dx.doi.org/10.1126/science.1217544,866359.0,R 3 (148),"a 26.0836(5)Å b 26.0836(5)Å c 6.85512(18)Å, α 90° β 90° γ 120°",,CSD,Fe6C36H42O18,102,5.5247,6.97334,1.347929568388195,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-660.06858878,-7.41773,-652.65085878,0.017998,False,0.171078,0.15308,0.0
967,SARHAW,science.1217544,http://d.sunie.top:9009/material/convert/core_qmof_pdf/science.1217544.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/science.1217544,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/science.1217544.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/science.1217544.html,http://dx.doi.org/10.1126/science.1217544,866360.0,R 3 (148),"a 25.8980(9)Å b 25.8980(9)Å c 6.94477(32)Å, α 90° β 90° γ 120°",,CSD,Fe6C42H42O18,108,4.34689,5.69365,1.4348413996670435,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-711.6787075,-8.57565,-703.1030575,0.627175,True,0.73284,0.105665,24.0
968,SARHEA,science.1217544,http://d.sunie.top:9009/material/convert/core_qmof_pdf/science.1217544.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/science.1217544,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/science.1217544.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/science.1217544.html,http://dx.doi.org/10.1126/science.1217544,866361.0,R 3 (148),"a 26.0468(6)Å b 26.0468(6)Å c 6.82816(22)Å, α 90° β 90° γ 120°",,CSD,Fe6C42H54O18,120,3.97587,6.02081,1.4563388435386009,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-760.64769209,-8.82154,-751.8261520899999,0.1103319999999999,True,0.558503,0.448171,24.0
969,SARTIR,not_exist,,,,,not_exist,,,,,CSD,Ni2C46H56N2O8,114,2.09059,3.90155,1.059333794018099,PBE-D3BJ,"['Ni 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,True,-703.37183944,-6.62715,-696.74468944,0.551234,False,-0.167136,-0.71837,0.0
970,SEGBIR,c2cc37453f,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c2cc37453f.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c2cc37453f,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c2cc37453f.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c2cc37453f.html,http://dx.doi.org/10.1039/c2cc37453f,894177.0,R 3 (148),"a 33.6525(6)Å b 33.6525(6)Å c 4.80132(11)Å, α 90° β 90° γ 120°",,CSD,Cu3C48H30N12O12,105,9.62411,10.10726,1.2218832632451264,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[5, 1, 1]",True,True,-741.5473989,-7.90333,-733.6440689,0.956746,False,-0.278161,-1.234907,3.0
971,SERCEZ,ic302010e,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ic302010e.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ic302010e,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ic302010e.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ic302010e.html,http://dx.doi.org/10.1021/ic302010e,870638.0,P n m a (62),"a 17.1238(11)Å b 20.1150(13)Å c 27.1291(16)Å, α 90.00° β 90.00° γ 90.00°",,CSD,Zn16C168H96O60,340,8.37793,9.85196,0.7294714148988332,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-2335.84316681,-18.02779,-2317.81537681,2.866162,True,-0.83496,-3.701122,0.0
972,SETQOZ,cm301242d,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cm301242d.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cm301242d,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cm301242d.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cm301242d.html,http://dx.doi.org/10.1021/cm301242d,939717.0,C 2/c (15),"a 15.86272(30)Å b 15.99594(29)Å c 13.80696(19)Å, α 90° β 115.30892(89)° γ 90°",,CSD,Fe2C16H8O10,36,7.2467,7.68766,1.0737024088221294,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 2]",False,True,-260.26277525,-2.15973,-258.10304525,0.2685690000000003,False,-2.324705,-2.593274,0.0
973,SETQUF,cm301242d,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cm301242d.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cm301242d,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cm301242d.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cm301242d.html,http://dx.doi.org/10.1021/cm301242d,939718.0,C 2/c (15),"a 15.80006(34)Å b 16.04061(34)Å c 13.79701(23)Å, α 90° β 115.40273(91)° γ 90°",,CSD,Fe2C16H8O10,36,7.23259,7.75778,1.0394044129563431,PBE-D3BJ,"['Fe 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 2]",False,True,-260.31539591,-2.17787,-258.13752591,0.1485560000000001,False,-2.610268,-2.758824,6.0
974,SICDAL,jp312179e,http://d.sunie.top:9009/material/convert/core_qmof_pdf/jp312179e.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/jp312179e,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/jp312179e.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/jp312179e.html,http://dx.doi.org/10.1021/jp312179e,912634.0,C c (9),"a 19.65970(19)Å b 7.64440(7)Å c 6.67160(7)Å, α 90.0° β 103.8831(8)° γ 90.0°",,CSD,Ga2C16H10O10,38,1.59911,1.93906,1.9689883588015729,PBE-D3BJ,"['Ga_d 06Jul2010', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 3, 2]",True,False,-262.78105437,-3.16651,-259.61454437,2.777893,False,2.191303,-0.58659,0.0
